GEOID8,NEAR_DIST,POPDENS,GEOID8,CHITRACT
17031827802,102969.7482,696.8139038,17031827802,
17031827804,106706.4199,808.4949951,17031827804,
17031450300,52688.04185,918.4215698,17031450300,1
17031460200,55718.78834,1252.624634,17031460200,1
17031805106,120054.3904,629.9193726,17031805106,
17031805107,112242.3473,825.9945068,17031805107,
17031805108,109730.1341,1644.291504,17031805108,
17031640400,57760.78875,980.2201538,17031640400,1
17031640500,59001.67748,2271.970703,17031640500,1
17031640600,54999.07579,2377.114502,17031640600,1
17031640700,51245.01504,1937.366455,17031640700,1
17031640800,49564.91175,2125.091309,17031640800,1
17031650100,43821.7102,2731.259033,17031650100,1
17031650200,45843.72628,2824.09668,17031650200,1
17031811401,68803.58764,1325.213867,17031811401,
17031811301,70712.86791,629.4016113,17031811301,
17031750600,70743.09151,1002.863953,17031750600,1
17031812600,41415.05298,2391.369141,17031812600,
17031803008,126867.8772,731.1965332,17031803008,
17031805110,115083.3281,883.7793579,17031805110,
17031805111,101770.8751,778.4584351,17031805111,
17031805112,97472.0061,448.671936,17031805112,
17031805201,85469.50721,732.2658691,17031805201,
17031820300,58861.46233,1553.23938,17031820300,
17031820400,62172.04709,848.9272461,17031820400,
17031820902,57804.9598,859.8132935,17031820902,
17031821001,67717.99042,1017.903076,17031821001,
17031827805,108818.4248,399.0176086,17031827805,
17031828000,114895.2046,823.9904175,17031828000,
17031828100,118732.7138,833.078064,17031828100,
17031828202,118120.5687,735.9087524,17031828202,
17031283100,10952.02678,4843.875488,17031283100,1
17031283800,9803.699248,3429.738525,17031283800,1
17031410700,31882.78814,3562.647461,17031410700,1
17031410800,32291.15151,4630.081543,17031410800,1
17031829000,135406.1745,147.5400238,17031829000,
17031410900,33618.86056,3654.624023,17031410900,
17031411000,35989.48288,2019.289673,17031411000,
17031411100,34887.2687,3241.144531,17031411100,1
17031411200,34519.81239,1640.780151,17031411200,1
17031460400,53017.70824,2017.770996,17031460400,1
17031460500,51435.33227,1631.97168,17031460500,1
17031461000,60480.80001,1003.027466,17031461000,1
17031829200,135908.763,811.4326782,17031829200,
17031829301,132835.1262,464.0036011,17031829301,
17031829302,137768.2594,729.9984741,17031829302,
17031829401,140551.681,368.6029358,17031829401,
17031805202,82376.57219,1003.927429,17031805202,
17031805301,79119.1431,1307.963013,17031805301,
17031805302,79351.24233,964.5380249,17031805302,
17031805401,77113.83661,599.4367065,17031805401,
17031770400,107652.5419,326.2913513,17031770400,
17031800100,99023.14807,291.7269897,17031800100,
17031800300,91105.25311,431.2479858,17031800300,
17031812900,45719.17641,1674.101807,17031812900,
17031813000,41732.58535,1823.366699,17031813000,
17031813100,42209.39176,1819.18457,17031813100,
17031800500,85302.82428,583.4193115,17031800500,
17031821101,63915.63892,1094.186279,17031821101,
17031821102,60536.9609,829.6554565,17031821102,
17031821300,83699.84966,1206.286499,17031821300,
17031821002,65290.3411,1003.892578,17031821002,
17031828401,114850.1598,366.6376038,17031828401,
17031828402,114393.6714,368.8922119,17031828402,
17031828504,147516.846,200.0324707,17031828504,
17031420100,38410.94711,832.8180542,17031420100,1
17031420200,37052.4774,2479.490479,17031420200,1
17031420400,36569.92385,2431.317627,17031420400,1
17031420700,38614.84476,1792.547607,17031420700,1
17031805402,73494.72806,1068.200928,17031805402,
17031805501,76098.16247,762.78479,17031805501,
17031829600,148853.6955,729.5332031,17031829600,
17031420800,38830.40329,2728.405762,17031420800,1
17031470100,56640.63348,613.8482056,17031470100,1
17031480100,55283.17099,1170.959595,17031480100,1
17031480200,54465.82983,1488.102417,17031480200,1
17031480300,56686.42522,1251.585693,17031480300,1
17031480400,57685.291,1204.976318,17031480400,1
17031805502,72686.46244,896.5331421,17031805502,
17031805600,70650.91957,961.4761353,17031805600,
17031830001,146144.445,355.0652466,17031830001,
17031830006,141977.1499,168.935257,17031830006,
17031650400,49000.07004,2414.354004,17031650400,1
17031650500,52080.81523,523.3308716,17031650500,1
17031660400,42330.20527,3402.967041,17031660400,1
17031800600,78993.13769,608.9154663,17031800600,
17031801000,75269.07007,813.0170898,17031801000,
17031801100,74333.92463,1003.759399,17031801100,
17031801200,75821.94016,723.8202515,17031801200,
17031811402,69248.20417,1090.605713,17031811402,
17031813400,38630.20714,2632.767334,17031813400,
17031813200,46364.41264,1584.523926,17031813200,
17031821401,79030.90025,1297.219238,17031821401,
17031805702,71899.40399,481.0768127,17031805702,
17031805802,76830.82323,1126.154907,17031805802,
17031821402,80306.08602,736.6069336,17031821402,
17031821600,58698.76162,493.4123535,17031821600,
17031821700,63268.39928,1209.255859,17031821700,
17031290900,29429.24482,1539.745239,17031290900,1
17031291200,24260.9336,2680.930176,17031291200,1
17031421200,40853.60185,1664.87085,17031421200,1
17031806001,88651.81556,1223.348877,17031806001,
17031801300,72542.52628,912.5743408,17031801300,
17031801400,78511.03216,786.3759766,17031801400,
17031801603,101129.2887,198.8561707,17031801603,
17031801701,106631.0086,684.8739014,17031801701,
17031806004,82691.13468,1082.714722,17031806004,
17031806300,93905.02338,899.2669067,17031806300,
17031806400,87768.63394,841.0593262,17031806400,
17031806501,86704.73168,1232.026001,17031806501,
17031271500,23590.52602,3254.973145,17031271500,1
17031292200,25705.78249,2881.093994,17031292200,1
17031292400,27588.7141,2382.60083,17031292400,1
17031292500,30122.23055,1593.896729,17031292500,1
17031806700,67448.84342,977.7658691,17031806700,
17031806801,70495.19262,740.1183472,17031806801,
17031806802,66606.65303,1378.579956,17031806802,
17031806900,72626.1688,752.4775391,17031806900,
17031807000,68699.62908,1993.941406,17031807000,
17031801901,91062.4374,495.0418396,17031801901,
17031801902,85759.3006,415.7471924,17031801902,
17031802100,85522.18271,781.2011719,17031802100,
17031802200,82170.18559,421.7232971,17031802200,
17031271800,19675.31211,1828.939819,17031271800,1
17031280100,4351.170007,4924.234375,17031280100,1
17031280400,12152.05725,946.1801758,17031280400,1
17031300600,27389.24704,3826.102539,17031300600,1
17031300700,26194.83834,5627.092285,17031300700,1
17031301100,22998.92693,4241.116211,17031301100,1
17031301200,21251.62603,3271.600342,17031301200,1
17031480500,59249.64804,845.3327637,17031480500,1
17031490500,59880.39143,540.7373657,17031490500,1
17031520200,65763.17006,1162.81958,17031520200,1
17031520300,70118.30514,2285.741943,17031520300,1
17031520400,70341.71899,2158.110352,17031520400,1
17031520500,73679.07037,1624.66272,17031520500,1
17031520600,74028.80515,896.4573364,17031520600,1
17031660500,44607.53153,2944.390381,17031660500,1
17031660600,42122.32298,3753.285645,17031660600,1
17031660700,41988.72609,1667.084839,17031660700,1
17031660800,43320.20012,3600.915527,17031660800,1
17031660900,45692.21705,947.4076538,17031660900,1
17031661000,46476.15532,1985.597412,17031661000,1
17031802300,92924.17714,442.6193848,17031802300,
17031802402,123120.7992,394.9428101,17031802402,
17031802503,127043.6969,1282.590698,17031802503,
17031802504,124173.9578,730.5062866,17031802504,
17031280900,15713.28498,3624.776611,17031280900,1
17031301600,27505.62433,5851.200195,17031301600,1
17031490600,59736.23644,815.3795776,17031490600,1
17031490700,62374.34738,1602.373169,17031490700,1
17031490800,62479.39302,1250.444702,17031490800,1
17031491000,66372.08568,1149.868408,17031491000,1
17031491100,66432.50538,1191.039917,17031491100,1
17031530200,73016.21061,1228.20874,17031530200,1
17031530300,73390.62798,1169.630859,17031530300,1
17031530400,76025.90751,605.7437744,17031530400,1
17031530600,77110.78907,1108.172607,17031530600,1
17031560100,39339.57995,821.6292725,17031560100,1
17031670200,34632.09449,1566.260986,17031670200,1
17031670300,35037.27661,1522.3302,17031670300,1
17031670400,35483.94292,1874.314575,17031670400,1
17031661100,48646.79788,1975.773682,17031661100,1
17031670100,34272.58052,1592.923706,17031670100,1
17031670600,37978.68562,1580.438599,17031670600,1
17031670700,37560.77373,1479.11731,17031670700,1
17031670800,37180.23742,1747.237915,17031670800,1
17031670900,36845.65779,1386.467896,17031670900,1
17031802701,107802.447,804.2606812,17031802701,
17031802702,103492.5606,321.2365417,17031802702,
17031260900,26232.17799,3007.550537,17031260900,1
17031261000,28694.884,1770.518066,17031261000,1
17031281900,4203.14979,6446.015625,17031281900,1
17031310200,10364.69702,1912.101196,17031310200,1
17031310300,11045.3884,2140.998047,17031310300,1
17031310400,11434.54578,4264.354004,17031310400,1
17031310500,12205.5792,3334.696045,17031310500,1
17031491200,70426.39119,1199.913208,17031491200,1
17031491300,70331.43962,1208.727783,17031491300,1
17031491400,70310.46912,1206.091553,17031491400,1
17031500100,61578.5864,516.0396729,17031500100,1
17031500200,66392.40221,319.0185852,17031500200,1
17031500300,70440.54441,863.7988892,17031500300,1
17031560200,41646.67792,996.9956665,17031560200,1
17031560300,43403.584,1920.166016,17031560300,1
17031560700,47146.17303,2121.940674,17031560700,1
17031560800,50270.57115,1660.110718,17031560800,1
17031560900,54622.67771,1495.711182,17031560900,1
17031561000,56156.21331,1542.543457,17031561000,1
17031801702,103673.3559,550.5689697,17031801702,
17031030101,40530.65266,11181.24219,17031030101,1
17031030701,37666.93638,9230.458984,17031030701,1
17031070103,16868.20706,10307.2627,17031070103,1
17031807100,64462.4027,1006.407593,17031807100,
17031807200,62889.94724,939.5968628,17031807200,
17031807300,65282.10978,1462.236694,17031807300,
17031807400,61435.31595,1885.835938,17031807400,
17031807500,59840.2752,1298.653931,17031807500,
17031807700,61213.98944,1398.119751,17031807700,
17031807900,55433.25024,805.2648315,17031807900,
17031808001,54214.40355,697.6274414,17031808001,
17031808002,51368.60015,739.9408569,17031808002,
17031808301,69870.31247,657.5793457,17031808301,
17031808302,66607.31992,1212.242554,17031808302,
17031808600,77908.41445,249.5560913,17031808600,
17031808702,64413.83553,2249.397217,17031808702,
17031770202,118087.4067,178.1848145,17031770202,
17031770602,89080.54937,341.0130615,17031770602,
17031806104,94223.28847,342.915863,17031806104,
17031802506,116459.8389,238.1345215,17031802506,
17031802505,116312.2298,367.8991089,17031802505,
17031802404,129539.0619,1143.25415,17031802404,
17031803017,132766.1416,816.7371216,17031803017,
17031804714,143196.6244,594.897583,17031804714,
17031804403,178368.814,669.2650146,17031804403,
17031804406,177047.2982,344.3964539,17031804406,
17031804716,144635.4099,900.9415283,17031804716,
17031806201,92934.58254,3017.56543,17031806201,
17031820606,81110.74746,428.3758545,17031820606,
17031820604,72565.25013,486.1975403,17031820604,
17031824116,113875.8998,252.6045532,17031824116,
17031824114,118428.2775,332.9683228,17031824114,
17031823806,85762.30193,509.9702148,17031823806,
17031824003,125981.3023,633.0930176,17031824003,
17031824005,132195.3297,208.4637909,17031824005,
17031824122,121669.8897,602.6274414,17031824122,
17031804506,160659.119,424.1646729,17031804506,
17031824119,133226.8745,274.6237488,17031824119,
17031831900,25637.55352,3618.155029,17031831900,1
17031832600,13970.43919,2323.053711,17031832600,1
17031836900,21387.37036,3372.273926,17031836900,1
17031841200,17962.31229,3007.606201,17031841200,1
17031839500,17566.13539,2341.276856,17031839500,1
17031835800,25207.41284,2304.396484,17031835800,1
17031838800,73858.83595,67.0298843,17031838800,1
17031842300,10785.71604,781.9973145,17031842300,1
17031841900,6600.836123,1005.168091,17031841900,1
17031843200,15907.84034,335.2113342,17031843200,1
17031843400,30821.14698,896.4528198,17031843400,1
17031842600,24818.94532,445.334137,17031842600,1
17031803200,127953.3697,777.2904663,17031803200,
17031803300,123134.9143,1112.111572,17031803300,
17031808900,71577.98018,1116.902344,17031808900,
17031809000,69408.07854,1064.359009,17031809000,
17031301803,31373.45092,5615.445313,17031301803,1
17031809100,67951.94819,1060.449707,17031809100,
17031809200,65171.85553,1610.957642,17031809200,
17031809300,66123.32704,1912.740601,17031809300,
17031010300,49982.75577,5150.511719,17031010300,1
17031010400,45732.72879,3572.58252,17031010400,
17031010600,46618.34605,4854.075684,17031010600,1
17031020100,51383.89818,3944.91626,17031020100,1
17031280800,16737.54873,1948.238281,17031280800,1
17031420300,36811.09436,4437.632324,17031420300,1
17031806600,79965.96478,492.4484253,17031806600,
17031806502,84004.71979,648.8191528,17031806502,
17031805902,81218.39048,829.9208984,17031805902,
17031100200,61466.58779,1315.942505,17031100200,1
17031804805,145412.0982,801.8085938,17031804805,
17031020200,52534.2535,2215.374023,17031020200,1
17031804202,159621.246,222.3379211,17031804202,
17031804701,156244.0887,215.9320068,17031804701,
17031803605,140634.4436,846.8294067,17031803605,
17031130200,46597.89555,260.866333,17031130200,1
17031804306,157156.231,856.2058716,17031804306,
17031020400,48782.08542,3081.319092,17031020400,1
17031080202,8777.065791,10505.34668,17031080202,1
17031240200,16070.96,3616.251709,17031240200,1
17031824105,105783.2507,638.8758545,17031824105,
17031611800,32535.65566,2596.42041,17031611800,1
17031060200,30165.8229,2805.142578,17031060200,1
17031221200,25374.86675,3450.882324,17031221200,1
17031826500,91811.95815,613.0036011,17031826500,
17031825302,115172.6185,392.6448059,17031825302,
17031824107,111803.4302,682.9295044,17031824107,
17031830202,143139.7338,413.7836609,17031830202,
17031061200,26169.25647,4269.491211,17031061200,1
17031808200,70035.76589,828.5176392,17031808200,
17031030200,42270.44793,3260.324951,17031030200,1
17031030300,42776.47194,3867.974365,17031030300,1
17031030400,40149.82557,2893.167481,17031030400,1
17031030900,37616.60803,2787.930908,17031030900,1
17031031000,35053.19046,3513.905762,17031031000,1
17031823603,87500.94545,360.3405762,17031823603,
17031980000,83279.56983,0,17031980000,1
17031822400,72658.82961,1028.27478,17031822400,
17031815702,55793.28678,614.3478394,17031815702,
17031600600,16292.63132,2926.334717,17031600600,1
17031817900,59810.21202,645.3895264,17031817900,
17031811900,52550.85841,653.8051147,17031811900,
17031420600,36245.91402,3999.293945,17031420600,1
17031110100,54540.01356,1165.330444,17031110100,1
17031031400,29606.93412,1353.213745,17031031400,1
17031040900,33343.73995,2474.166748,17031040900,1
17031050200,31576.61125,3141.839111,17031050200,1
17031050300,32637.28552,2712.952393,17031050300,1
17031818600,66560.01207,793.3178711,17031818600,
17031804807,141899.3305,852.7479248,17031804807,
17031801800,95426.38778,214.9700775,17031801800,
17031800400,86962.95636,512.470459,17031800400,
17031071700,11865.73247,4005.951904,17031071700,1
17031031800,33151.95386,3135.275391,17031031800,1
17031819000,75750.42922,293.2164001,17031819000,
17031823903,96016.81587,322.842041,17031823903,
17031815701,52624.99437,845.5622559,17031815701,
17031811600,71201.58128,797.0301514,17031811600,
17031802900,121526.8074,513.9638672,17031802900,
17031031700,31949.50798,5088.15918,17031031700,1
17031610400,28227.63485,4799.570801,17031610400,1
17031050600,28295.87409,2837.671631,17031050600,1
17031050500,29249.43116,3026.706299,17031050500,1
17031823904,95094.55173,420.8768921,17031823904,
17031820103,74096.42344,541.4318848,17031820103,
17031805801,81245.66569,532.0272217,17031805801,
17031071600,13129.99146,4267.757813,17031071600,1
17031828505,124752.2663,208.2292023,17031828505,
17031830004,136093.4807,345.0249023,17031830004,
17031828503,139286.1885,182.2057037,17031828503,
17031802002,89186.32454,611.7587891,17031802002,
17031826202,108122.6408,1016.563416,17031826202,
17031671400,41565.12847,1213.390747,17031671400,1
17031801605,111864.5743,481.2677917,17031801605,
17031800700,80246.06839,509.3103638,17031800700,
17031062300,23634.76467,3940.102051,17031062300,1
17031823102,82506.61892,385.5407715,17031823102,
17031630400,36437.52047,4224.462402,17031630400,1
17031818401,75413.87623,203.9606934,17031818401,
17031822802,72526.75782,1085.234253,17031822802,
17031827902,110613.1047,452.4427795,17031827902,
17031829902,128124.9104,194.3151398,17031829902,
17031010100,52066.31527,4988.867188,17031010100,1
17031680600,36555.81055,1377.448242,17031680600,1
17031803010,137200.2835,798.8544312,17031803010,
17031804505,154441.7293,496.1126404,17031804505,
17031804606,123093.7659,546.2163086,17031804606,
17031804712,147101.0389,888.6387329,17031804712,
17031807800,61070.05843,436.0085754,17031807800,
17031808400,75769.28679,565.7183838,17031808400,
17031811100,58658.35804,709.0695801,17031811100,
17031030500,39704.01003,3861.042969,17031030500,1
17031820501,68648.41655,342.5085449,17031820501,
17031814700,46905.46886,2479.119629,17031814700,
17031819100,56218.63114,689.850769,17031819100,
17031828801,127016.7702,459.0909119,17031828801,
17031020500,46159.96585,3300.958008,17031020500,1
17031081300,6272.721351,10552.06836,17031081300,1
17031081000,6804.288479,11297.28418,17031081000,1
17031130100,47189.79217,1092.135132,17031130100,1
17031170200,48572.46558,2253.182861,17031170200,1
17031170300,52169.91003,1439.258667,17031170300,1
17031170400,55989.01033,2078.493652,17031170400,1
17031170500,60158.30534,1332.850952,17031170500,1
17031170600,59369.50833,1738.045166,17031170600,1
17031170700,57238.3011,2043.025635,17031170700,1
17031170800,54794.27395,2007.867676,17031170800,1
17031251400,38950.2858,2236.240479,17031251400,1
17031260300,28752.62911,1791.71106,17031260300,1
17031260500,30052.46269,2096.079834,17031260500,1
17031260600,28721.0168,2559.4104,17031260600,1
17031260700,27398.30063,1982.758301,17031260700,1
17031260800,26066.13404,2664.901367,17031260800,1
17031050700,26531.45253,3554.020752,17031050700,1
17031050900,27903.63569,3382.635742,17031050900,1
17031051000,26813.64163,3562.663574,17031051000,1
17031051100,26067.05602,3793.524414,17031051100,1
17031051200,25371.64099,3708.76416,17031051200,1
17031170900,53854.20096,2001.166626,17031170900,1
17031171000,50899.74973,2026.374023,17031171000,1
17031171100,47228.04899,2453.977783,17031171100,1
17031180100,50346.24525,2404.835938,17031180100,1
17031190100,37258.4014,2838.702148,17031190100,1
17031222200,19695.82143,3601.51294,17031222200,1
17031222500,23144.50025,3399.346436,17031222500,1
17031222600,24274.67012,3843.079834,17031222600,1
17031251500,36304.71508,2450.574951,17031251500,1
17031251600,33998.14254,2827.644775,17031251600,1
17031251700,32013.8374,1068.399536,17031251700,1
17031251800,32767.12143,1973.44397,17031251800,1
17031251900,36087.63801,3287.810059,17031251900,1
17031252000,38751.07865,3489.236328,17031252000,1
17031130300,44716.17641,2720.884522,17031130300,1
17031190200,38939.44525,3305.022705,17031190200,1
17031190300,41255.9179,3354.325684,17031190300,1
17031190800,37617.99263,3987.143799,17031190800,1
17031260100,26084.73696,1751.790649,17031260100,1
17031260200,27417.79605,1238.674927,17031260200,1
17031530100,72946.12046,1304.806519,17031530100,1
17031061800,24129.40293,4901.424316,17031061800,1
17031828201,114560.1614,479.3817749,17031828201,
17031825000,106113.5928,314.5766602,17031825000,
17031824300,89821.22821,431.8450623,17031824300,
17031824601,97675.64073,497.2175598,17031824601,
17031818500,75286.84848,388.1525574,17031818500,
17031823400,81182.90888,365.9276733,17031823400,
17031821500,84039.32365,130.6900177,17031821500,
17031410200,30614.92635,6936.77002,17031410200,1
17031222900,28006.24032,1924.812378,17031222900,1
17031241000,20551.48957,4395.474121,17031241000,1
17031825400,122423.7172,276.7060547,17031825400,
17031830005,133814.0304,207.5614471,17031830005,
17031824505,106947.7802,968.4262085,17031824505,
17031824800,95123.0459,598.9404297,17031824800,
17031803608,155294.9027,187.4404907,17031803608,
17031190900,35876.97333,2364.063965,17031190900,1
17031191200,38855.3436,2084.33667,17031191200,1
17031200100,35667.61911,2717.817139,17031200100,1
17031200200,33841.60179,2433.822998,17031200200,1
17031200300,32720.26791,3102.869141,17031200300,1
17031222700,25606.95154,3572.818848,17031222700,1
17031230100,23605.05502,3490.104492,17031230100,1
17031230200,24971.93817,3303.687256,17031230200,1
17031230300,26166.69227,3465.492188,17031230300,1
17031230400,27806.29552,2548.543457,17031230400,1
17031230500,30921.33962,2506.174561,17031230500,1
17031351100,20066.76199,2265.324707,17031351100,1
17031827500,105507.1292,250.9087524,17031827500,
17031807600,57023.58222,586.3575439,17031807600,
17031826201,102374.7644,245.8004913,17031826201,
17031823001,76726.81019,701.6055908,17031823001,
17031770500,97754.99646,264.7384338,17031770500,
17031820202,72017.0325,55.1794891,17031820202,
17031611700,33014.34557,2563.06543,17031611700,1
17031819700,73929.37028,958.8085938,17031819700,
17031300500,28604.30647,4618.652344,17031300500,1
17031816100,52492.03652,394.778656,17031816100,
17031818700,62081.79715,930.6782227,17031818700,
17031817300,59982.85291,1473.176025,17031817300,
17031381500,26162.69029,2369.056885,17031381500,1
17031420500,36380.77042,3221.635986,17031420500,1
17031811500,69105.38253,823.9899292,17031811500,
17031081500,3900.933307,8024.178223,17031081500,1
17031081600,3735.351481,12487.75977,17031081600,1
17031081700,3882.916998,5950.133301,17031081700,1
17031081800,4987.722859,6261.209473,17031081800,1
17031081900,6976.957537,3725.135986,17031081900,1
17031222800,26772.67584,3326.869141,17031222800,1
17031050800,27195.57863,3333.267822,17031050800,1
17031210100,29939.79865,1877.098633,17031210100,1
17031210400,34156.05274,2666.432617,17031210400,1
17031230700,27081.43954,3709.146729,17031230700,1
17031230800,25333.40472,2330.318115,17031230800,1
17031230900,24274.49129,4310.108887,17031230900,1
17031820502,67160.08255,569.5910645,17031820502,
17031820901,59028.12037,186.3656006,17031820901,
17031550200,85059.73742,224.9799652,17031550200,1
17031823200,82569.51925,245.6738586,17031823200,
17031823304,75873.31247,637.8895874,17031823304,
17031822602,74891.83601,1136.666016,17031822602,
17031670500,37195.40392,711.8590698,17031670500,1
17031820104,77103.07482,524.4165039,17031820104,
17031820700,45899.86554,550.6620483,17031820700,
17031580800,30677.77328,4333.955078,17031580800,1
17031811800,76816.83575,589.5510864,17031811800,
17031770300,110245.9888,194.1875458,17031770300,
17031805109,113862.7417,659.4920654,17031805109,
17031804603,131781.7978,183.9337311,17031804603,
17031230600,30287.84268,2603.025391,17031230600,1
17031242300,15544.9117,4194.885254,17031242300,1
17031242200,14358.23278,4818.713867,17031242200,1
17031032100,28636.08436,6755.024414,17031032100,1
17031828300,113745.3323,111.1020279,17031828300,
17031824900,101089.5536,225.5219116,17031824900,
17031827801,102415.9583,630.9569092,17031827801,
17031801500,106949.5217,250.5976562,17031801500,
17031806002,88915.69224,1305.409302,17031806002,
17031811701,78107.63788,184.1982269,17031811701,
17031823803,86541.02324,514.4320679,17031823803,
17031820800,48838.96207,253.2269745,17031820800,
17031300800,25025.50309,4899.541504,17031300800,1
17031060900,25311.7833,5494.551758,17031060900,1
17031061000,25413.43593,5090.350586,17031061000,1
17031210700,28550.18586,3032.55542,17031210700,1
17031817500,56707.74731,738.4261475,17031817500,
17031818300,73868.96132,720.3657837,17031818300,
17031291600,19695.20242,1531.106445,17031291600,1
17031400400,33175.32338,2355.357422,17031400400,1
17031816500,69282.22778,471.7651978,17031816500,
17031805701,75110.94428,768.4428711,17031805701,
17031804803,132426.4953,390.2450867,17031804803,
17031191100,36293.52537,3535.531738,17031191100,1
17031804105,146480.8431,125.8602371,17031804105,
17031120100,59357.07335,609.0778809,17031120100,1
17031804705,147868.5034,833.3843384,17031804705,
17031803603,154004.4557,260.4785461,17031803603,
17031820101,84406.0735,436.6773071,17031820101,
17031611200,29589.64614,3163.179932,17031611200,1
17031300900,23863.68944,5369.57959,17031300900,1
17031061100,25760.07104,3049.434815,17031061100,1
17031061500,24876.59327,4257.745117,17031061500,1
17031062000,22738.23392,4877.866211,17031062000,1
17031062100,23109.49157,6018.512695,17031062100,1
17031062200,23484.90921,5167.438477,17031062200,1
17031827901,108449.1006,229.3653564,17031827901,
17031829500,144891.4027,300.9742126,17031829500,
17031090200,67665.65079,1671.917603,17031090200,1
17031090100,70153.7435,1482.504761,17031090100,1
17031829100,140401.5681,518.5487061,17031829100,
17031824503,98206.20552,216.2425537,17031824503,
17031824106,110265.199,316.8284302,17031824106,
17031823801,98722.58122,50.2206993,17031823801,
17031801608,98843.6365,399.9496155,17031801608,
17031805901,86367.78933,451.6851807,17031805901,
17031826401,89054.93696,479.2053833,17031826401,
17031260400,30087.1094,1644.079468,17031260400,1
17031351500,19918.59414,1911.178467,17031351500,1
17031811200,61080.26248,608.28302,17031811200,
17031770800,71447.40494,556.6984253,17031770800,
17031804102,144674.2609,335.6572571,17031804102,
17031802605,110315.5215,523.7607422,17031802605,
17031803800,138354.2678,523.460022,17031803800,
17031210800,27605.57498,2335.947998,17031210800,1
17031210900,26473.66308,2203.275635,17031210900,1
17031803901,132378.3104,269.2527466,17031803901,
17031801601,115352.0206,282.0101013,17031801601,
17031800900,77677.94157,815.480957,17031800900,
17031804305,155669.5616,916.1368408,17031804305,
17031081100,6688.999618,15691.69629,17031081100,1
17031241200,17980.60386,2016.366089,17031241200,1
17031031200,34067.48997,6551.270508,17031031200,1
17031062500,24734.04249,4015.763672,17031062500,1
17031062600,22973.483,2897.198975,17031062600,1
17031062700,22356.24293,3508.572754,17031062700,1
17031062800,21792.89787,4565.220703,17031062800,1
17031062900,21297.6877,4888.101074,17031062900,1
17031063000,20873.09462,4066.465088,17031063000,1
17031062400,24155.62055,3963.384277,17031062400,1
17031063100,21181.59919,5745.566406,17031063100,1
17031063200,20956.23736,7261.593262,17031063200,1
17031063400,19919.01302,5873.152344,17031063400,1
17031090300,66798.92512,1065.908447,17031090300,1
17031100100,57689.62535,1807.93042,17031100100,1
17031100300,61856.42676,1035.480469,17031100300,1
17031140100,38846.60853,4733.211914,17031140100,1
17031140200,39839.8216,5708.950195,17031140200,1
17031140400,44554.39382,2124.445801,17031140400,1
17031140500,41589.6316,2941.749512,17031140500,1
17031800800,85375.8696,225.7344818,17031800800,
17031242700,20345.99311,4260.747559,17031242700,1
17031070200,17929.46763,4748.626465,17031070200,1
17031070300,18353.12439,5174.651856,17031070300,1
17031070400,18831.31642,3867.592285,17031070400,1
17031070500,19392.08663,4198.523438,17031070500,1
17031070600,19976.95013,3879.617432,17031070600,1
17031070700,21356.0145,2208.361572,17031070700,1
17031100400,64864.92341,1273.825195,17031100400,1
17031100600,58243.47752,1473.911987,17031100600,1
17031100700,56762.21339,1577.667481,17031100700,1
17031110200,53430.44216,1794.526856,17031110200,1
17031150200,44473.97503,2162.771484,17031150200,1
17031150300,46523.35162,2071.841065,17031150300,1
17031140800,36391.96081,3504.645264,17031140800,1
17031231200,26272.74951,3516.871338,17031231200,1
17031231100,24641.90458,2656.771484,17031231100,1
17031242400,16754.85494,3414.617188,17031242400,1
17031242500,17980.56401,4268.483887,17031242500,1
17031120200,54184.54838,765.3638306,17031120200,1
17031120300,50202.9562,1299.768921,17031120300,1
17031120400,48537.73258,1278.331787,17031120400,1
17031231500,25051.68334,2183.471924,17031231500,1
17031071100,15873.67142,3666.024414,17031071100,1
17031071000,16424.75533,5180.529785,17031071000,1
17031071200,15416.34968,3528.837647,17031071200,1
17031071300,15014.25533,4853.958008,17031071300,1
17031110300,54331.65555,1705.109253,17031110300,1
17031220300,25009.02073,2612.435059,17031220300,1
17031220400,25993.05315,3020.786133,17031220400,1
17031220500,27021.19083,3074.437256,17031220500,1
17031240300,17038.31083,3160.98584,17031240300,1
17031240500,18781.4536,4309.012207,17031240500,1
17031060400,27210.41061,4404.757813,17031060400,1
17031060500,27317.16297,2323.345459,17031060500,1
17031240800,22444.86841,3909.218506,17031240800,1
17031240600,20182.96582,3475.35376,17031240600,1
17031240700,21301.532,3488.316406,17031240700,1
17031240900,21868.74336,452.0519714,17031240900,1
17031242600,19366.44258,4596.368164,17031242600,1
17031803100,125915.4925,803.0322266,17031803100,
17031310600,12751.60349,3906.245361,17031310600,1
17031310700,13870.9143,4100.327637,17031310700,1
17031310800,14631.90619,4842.659668,17031310800,1
17031020602,47079.84794,3657.384766,17031020602,1
17031310900,15970.71768,3805.806397,17031310900,1
17031510100,65058.85532,580.7130127,17031510100,1
17031510200,63804.1662,882.5819092,17031510200,1
17031561100,51922.18576,1629.559326,17031561100,1
17031190701,40394.62233,4128.550293,17031190701,1
17031020901,43917.09746,4650.238281,17031020901,1
17031010202,50443.17993,3013.246826,17031010202,1
17031570100,34528.07642,333.3735962,17031570100,1
17031570200,37347.10326,458.6779175,17031570200,1
17031570300,39918.57074,2510.935303,17031570300,1
17031570400,37516.62012,1473.562256,17031570400,1
17031570500,41687.23672,2404.765869,17031570500,1
17031690400,41096.79584,1993.807129,17031690400,1
